anime_id,name,genre,type,episodes,members
31741,Magi: Sinbad no Bouken (TV),"Action, Adventure, Fantasy, Magic, Shounen",TV,13,73480
440,Shoujo Kakumei Utena,"Drama, Fantasy, Psychological, Shoujo",TV,39,77464
4107,Tengen Toppa Gurren Lagann Movie: Gurren-hen,"Action, Comedy, Mecha",Movie,1,72933
1506,Detective Conan Movie 10: Requiem of the Detectives,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,21789
2759,Evangelion: 1.0 You Are (Not) Alone,"Action, Mecha, Sci-Fi",Movie,1,194561
72,Full Metal Panic? Fumoffu,"Action, Comedy, School",TV,12,171086
3016,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,"Action, Drama, Military, Sci-Fi, Space",Movie,1,11808
3783,Kara no Kyoukai 3: Tsuukaku Zanryuu,"Action, Drama, Mystery, Supernatural, Thriller",Movie,1,108720
3927,Mobile Suit Gundam 00 Second Season,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,25,86972
11597,Nisemonogatari,"Comedy, Mystery, Supernatural",TV,11,260062
28025,Tsukimonogatari,"Comedy, Mystery, Supernatural",TV,4,111009
24833,Ansatsu Kyoushitsu (TV),"Action, Comedy, School, Shounen",TV,22,312654
29893,Aria The Avvenire,"Fantasy, Sci-Fi, Shounen, Slice of Life",Special,3,9500
27663,Baby Steps 2nd Season,"Romance, School, Shounen, Sports",TV,25,36251
1482,D.Gray-man,"Action, Adventure, Comedy, Shounen",TV,103,334399
3371,"Ginga Eiyuu Densetsu Gaiden: Senoku no Hoshi, Senoku no Hikari","Action, Military, Sci-Fi, Space",OVA,24,8621
25313,Gintama: Jump Festa 2014 Special,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Special,1,13764
1430,Lupin III: Cagliostro no Shiro,"Adventure, Comedy, Shounen",Movie,1,32732
33051,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,"Action, Drama, Mecha, Sci-Fi, Space",TV,25,21210
7720,Ookiku Furikabutte: Natsu no Taikai-hen,"Comedy, Sports",TV,13,22190
1914,Saiunkoku Monogatari 2nd Season,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",TV,39,23160
20371,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,"Comedy, Drama, Romance, Shounen Ai",Movie,1,23045
15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,"Drama, Slice of Life, Supernatural",Movie,1,95241
2164,Dennou Coil,"Adventure, Comedy, Drama, Mystery, Sci-Fi",TV,26,76860
237,Eureka Seven,"Adventure, Drama, Mecha, Romance, Sci-Fi",TV,50,239570
2449,Ghost in the Shell: Stand Alone Complex - The Laughing Man,"Action, Mecha, Mystery, Police, Psychological, Sci-Fi, Seinen",Special,1,21435
10643,Gintama: Dai Hanseikai,"Action, Comedy, Parody, Samurai",Special,1,14728
17739,Hidamari Sketch: Sae Hiro Sotsugyou-hen,"Comedy, School, Slice of Life",OVA,2,5959
135,Hikaru no Go,"Comedy, Game, Shounen, Supernatural",TV,75,69000
6045,Kimi ni Todoke,"Romance, School, Shoujo, Slice of Life",TV,25,309339
16001,Kokoro Connect: Michi Random,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",Special,4,106989
6211,Tokyo Magnitude 8.0,Drama,TV,11,121349
232,Cardcaptor Sakura,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, School, Shoujo",TV,70,181249
4789,ef: A Tale of Melodies.,"Drama, Mystery, Romance, Supernatural",TV,12,103657
16918,Gin no Saji,"Comedy, School, Shounen, Slice of Life",TV,11,116261
16,Hachimitsu to Clover,"Comedy, Drama, Josei, Romance",TV,24,130646
1486,Kodomo no Omocha (TV),"Comedy, Drama, Romance, Shoujo",TV,102,27893
24997,Love Live! The School Idol Movie,"Music, School, Slice of Life",Movie,1,38118
32902,Mahoutsukai no Yome: Hoshi Matsu Hito,"Fantasy, Magic",OVA,3,43372
8063,Sekaiichi Hatsukoi OVA,"Comedy, Drama, Romance, Shounen Ai",OVA,2,35225
25879,Working!!!,"Comedy, Romance, Slice of Life",TV,13,80763
889,Black Lagoon,"Action, Seinen",TV,12,332562
21419,Detective Conan Movie 18: The Sniper from Another Dimension,"Action, Mystery, Police, Shounen",Movie,1,12151
2952,Final Fantasy VII: Advent Children Complete,"Action, Fantasy, Super Power",OVA,1,77111
934,Higurashi no Naku Koro ni,"Horror, Mystery, Psychological, Supernatural, Thriller",TV,26,359494
12189,Hyouka,"Mystery, School, Slice of Life",TV,22,372246
731,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,"Adventure, Drama, Music, Sci-Fi",Music,1,31464
1530,Kanon (2006),"Drama, Romance, Slice of Life, Supernatural",TV,24,163171
9656,Kimi ni Todoke 2nd Season,"Romance, School, Shoujo, Slice of Life",TV,12,171866
20507,Noragami,"Action, Adventure, Shounen, Supernatural",TV,12,515378
31149,Persona 3 the Movie 4: Winter of Rebirth,"Action, Fantasy, Seinen, Supernatural",Movie,1,13359
4918,xxxHOLiC Shunmuki,"Comedy, Drama, Mystery, Psychological, Supernatural",OVA,2,40401
14075,Zetsuen no Tempest,"Action, Drama, Fantasy, Magic, Mystery, Psychological, Shounen",TV,24,259900
4772,Aria The Origination: Sono Choppiri Himitsu no Basho ni...,"Comedy, Shounen, Slice of Life",Special,1,11961
781,Detective Conan Movie 03: The Last Wizard of the Century,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,26799
1363,Detective Conan Movie 04: Captured in Her Eyes,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,25461
223,Dragon Ball,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,153,316102
2004,Hanada Shounen-shi,"Comedy, Drama, Slice of Life, Supernatural",TV,25,6321
25649,Junjou Romantica 3,"Comedy, Drama, Romance, Shounen Ai",TV,12,39866
153,Juuni Kokuki,"Action, Adventure, Fantasy, Magic, Supernatural",TV,45,66646
5029,Major Movie: Yuujou no Winning Shot,"Action, Shounen, Sports",Movie,1,9943
302,Mirai Shounen Conan,"Adventure, Drama, Sci-Fi",TV,26,15557
8740,One Piece Film: Strong World Episode 0,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",OVA,1,33862
5682,Phantom: Requiem for the Phantom,"Action, Drama, Seinen, Thriller",TV,26,159105
21647,Tamako Love Story,"Comedy, Romance, Slice of Life",Movie,1,72708
16049,Toaru Kagaku no Railgun S,"Action, Sci-Fi, Super Power",TV,24,137105
1065,Touch,"Drama, Romance, School, Shounen, Slice of Life, Sports",TV,101,12833
18179,Yowamushi Pedal,"Comedy, Drama, Shounen, Sports",TV,38,91138
47,Akira,"Action, Adventure, Horror, Military, Sci-Fi, Supernatural",Movie,1,215897
4901,Black Lagoon: Roberta&#039;s Blood Trail,"Action, Seinen",OVA,5,108099
23199,Durarara!!x2 Shou,"Action, Mystery, Supernatural",TV,12,189407
32122,Gintama: Jump Festa 2015 Special,"Action, Comedy, Historical, Parody, Samurai, Shounen",Special,1,7923
30415,High☆Speed!: Free! Starting Days,"School, Slice of Life, Sports",Movie,1,24310
851,Kyou kara Ore wa!!,"Comedy, Shounen",OVA,10,7954
10049,Nurarihyon no Mago: Sennen Makyou,"Action, Demons, Shounen, Supernatural",TV,24,75612
1943,Paprika,"Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller",Movie,1,163308
4053,Prince of Tennis: The National Tournament Finals,"Comedy, School, Shounen, Sports",OVA,7,21020
846,School Rumble Ni Gakki,"Comedy, Romance, School, Shounen",TV,26,93095
9926,Sekaiichi Hatsukoi,"Comedy, Drama, Romance, Shounen Ai",TV,12,94820
31173,Akagami no Shirayuki-hime 2nd Season,"Drama, Fantasy, Romance, Shoujo",TV,12,80862
4059,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen","Drama, Romance, School, Slice of Life",Special,1,160423
589,Ginga Nagareboshi Gin,"Action, Adventure, Drama, Shounen",TV,21,10575
15059,Initial D Fifth Stage,"Action, Cars, Drama, Seinen, Sports",TV,14,26711
7791,K-On!!,"Comedy, Music, School, Slice of Life",TV,26,246276
17265,Log Horizon,"Action, Adventure, Fantasy, Game, Magic, Shounen",TV,25,387100
20815,Sekaiichi Hatsukoi: Valentine-hen,"Comedy, Romance, Shounen Ai",Movie,1,13454
535,Slayers Next,"Adventure, Comedy, Demons, Fantasy, Magic",TV,26,39832
2563,Aria The OVA: Arietta,"Fantasy, Sci-Fi, Shounen, Slice of Life",OVA,1,20629
9963,Detective Conan Movie 15: Quarter of Silence,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,17165
32551,Digimon Adventure tri. 3: Kokuhaku,"Action, Adventure, Comedy, Drama",Movie,1,20989
2951,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,"Action, Comedy, Historical, Mecha, Parody, Samurai, Sci-Fi, Shounen",Special,1,29331
2762,Igano Kabamaru,"Adventure, Comedy, Romance, Shounen",TV,24,5063
14713,Kamisama Hajimemashita,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",TV,13,189641
14807,Kara no Kyoukai: Mirai Fukuin,"Drama, Mystery, Seinen, Supernatural",Movie,1,41168
81,Mobile Suit Gundam: The 08th MS Team,"Adventure, Drama, Mecha, Military, Romance, Sci-Fi",OVA,12,34177
9204,Omae Umasou da na,"Action, Adventure, Fantasy, Kids",Movie,1,6645
31098,Ushio to Tora (TV) 2nd Season,"Comedy, Demons, Shounen, Supernatural",TV,13,43916
1023,Wolf&#039;s Rain OVA,"Adventure, Drama, Psychological, Sci-Fi, Supernatural",OVA,4,37679
33253,Ajin 2nd Season,"Action, Horror, Mystery, Seinen, Supernatural",TV,13,51382
24921,Aoki Hagane no Arpeggio: Ars Nova Cadenza,"Action, Sci-Fi, Seinen",Movie,1,12353
1471,City Hunter 2,"Action, Comedy, Mystery, Shounen",TV,63,8199
27831,Durarara!!x2 Ten,"Action, Mystery, Supernatural",TV,12,132506
2924,ef: A Tale of Memories.,"Drama, Mystery, Romance",TV,12,151106
4672,Ghost in the Shell 2.0,"Action, Mecha, Police, Psychological, Sci-Fi, Seinen",Movie,1,51789
2448,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven,"Action, Mecha, Sci-Fi",Special,1,16614
3907,Ginga Sengoku Gunyuuden Rai,"Adventure, Romance, Sci-Fi, Shounen, Space",TV,52,5308
186,Initial D Second Stage,"Action, Cars, Drama, Seinen, Sports",TV,13,45825
10080,Kami nomi zo Shiru Sekai II,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12,194300
30885,Noragami Aragoto OVA,"Action, Adventure, Shounen",OVA,2,58075
21469,Stand By Me Doraemon,"Comedy, Kids, Sci-Fi, Shounen",Movie,1,5712
9941,Tiger &amp; Bunny,"Action, Comedy, Mystery, Super Power",TV,25,104075
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"Comedy, Drama, Romance, School",TV,13,353876
6421,Fullmetal Alchemist: Brotherhood Specials,"Adventure, Drama, Fantasy, Magic, Military, Shounen",Special,4,67962
21855,Hanamonogatari,"Comedy, Mystery, Supernatural",TV,5,124886
11739,Kimi to Boku. 2,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,13,44564
2159,Ookiku Furikabutte,"Comedy, Sports",TV,25,49599
28297,Ore Monogatari!!,"Comedy, Romance, Shoujo",TV,24,200833
29831,Tamayura: Sotsugyou Shashin Part 4 - Ashita,"Comedy, Drama, Slice of Life",Movie,1,3187
2154,Tekkon Kinkreet,"Action, Adventure, Psychological, Supernatural",Movie,1,46018
6505,There She Is!!,"Comedy, Romance",ONA,5,13935
861,xxxHOLiC,"Comedy, Drama, Mystery, Psychological, Supernatural",TV,24,150872
1689,Byousoku 5 Centimeter,"Drama, Romance, Slice of Life",Movie,3,324035
34103,Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,"Action, Horror, Mystery, Psychological",Special,1,29969
3665,Ginga Eiyuu Densetsu Gaiden: Rasen Meikyuu,"Drama, Military, Sci-Fi, Space",OVA,28,7712
9996,Hyouge Mono,"Historical, Samurai, Seinen",TV,39,10649
7711,Karigurashi no Arrietty,Fantasy,Movie,1,97910
77,Mahou Shoujo Lyrical Nanoha A&#039;s,"Action, Comedy, Drama, Magic, Super Power",TV,13,41685
401,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,"Drama, Historical, Romance, Samurai, Shounen",OVA,2,49454
32093,Tanaka-kun wa Itsumo Kedaruge,"Comedy, School, Slice of Life",TV,12,101335
12113,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural",Movie,1,66721
7338,Darker than Black: Kuro no Keiyakusha Gaiden,"Action, Mystery, Sci-Fi, Super Power",Special,4,136135
32613,Elsword: El Lady,"Action, Fantasy",ONA,12,3846
3014,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,"Action, Historical, Military, Sci-Fi, Space",Movie,1,15069
645,Hikaru no Go: Journey to the North Star Cup,"Game, Shounen",Special,1,13901
11135,Hybrid Child,"Drama, Historical, Romance, Sci-Fi, Shounen Ai",OVA,4,26036
5781,Isekai no Seikishi Monogatari,"Action, Comedy, Ecchi, Fantasy, Harem, Mecha, School",OVA,13,72021
13767,Junjou Romantica OVA,"Comedy, Drama, Romance, Shounen Ai",OVA,2,23192
5678,Kobato.,"Comedy, Drama, Fantasy",TV,24,88986
6774,Kuuchuu Buranko,"Comedy, Drama, Psychological, Seinen",TV,11,41521
1089,Macross: Do You Remember Love?,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Movie,1,19240
25161,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,"Adventure, Comedy, Fantasy, Shounen",Special,1,30516
995,Prince of Tennis: The National Tournament,"Action, Comedy, Shounen, Sports",OVA,13,25170
2752,Prince of Tennis: The National Tournament Semifinals,"Action, Comedy, Sports",OVA,6,21186
15,Eyeshield 21,"Action, Comedy, Shounen, Sports",TV,145,83648
122,Full Moon wo Sagashite,"Comedy, Drama, Music, Romance, Shoujo, Supernatural",TV,52,59374
29095,Grisaia no Rakuen,"Drama, Harem, Psychological, Romance",TV,10,111962
1594,Jigoku Shoujo Futakomori,"Horror, Mystery, Psychological, Supernatural",TV,26,79816
3092,Junjou Romantica,"Comedy, Drama, Romance, Shounen Ai",TV,12,117910
10721,Mawaru Penguindrum,"Comedy, Drama, Mystery, Psychological",TV,24,156689
16395,SKET Dance OVA,"Comedy, School, Shounen",OVA,1,11342
3588,Soul Eater,"Action, Adventure, Comedy, Fantasy, Shounen, Supernatural",TV,51,580184
4106,Trigun: Badlands Rumble,"Action, Comedy, Sci-Fi",Movie,1,68181
387,Haibane Renmei,"Drama, Fantasy, Mystery, Psychological, Slice of Life",TV,13,120731
16916,Kuroko no Basket: Tip Off,"Comedy, School, Shounen, Sports",Special,1,41760
1088,Macross,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,36,44157
10620,Mirai Nikki (TV),"Action, Mystery, Psychological, Shounen, Supernatural, Thriller",TV,26,657190
2143,Saiyuuki Reload: Burial,"Action, Adventure, Drama, Fantasy, Shoujo",OVA,3,6554
6582,Tentai Senshi Sunred 2nd Season,"Comedy, Parody, Seinen, Super Power",TV,26,4584
2158,Terra e... (TV),"Action, Drama, Military, Sci-Fi, Space",TV,24,36941
22319,Tokyo Ghoul,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",TV,12,618056
11113,Usagi Drop Specials,"Josei, Slice of Life",Special,4,36351
6586,Yume-iro Pâtissière,"Kids, School, Shoujo",TV,50,36921
66,Azumanga Daioh,"Comedy, School, Slice of Life",TV,26,170901
8142,Colorful (Movie),"Drama, Slice of Life, Supernatural",Movie,1,63263
6438,Detective Conan OVA 09: The Stranger in 10 Years...,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,9649
33032,Drifters: Special Edition,"Action, Adventure, Comedy, Fantasy, Historical, Samurai, Seinen",OVA,1,9807
227,FLCL,"Action, Comedy, Dementia, Mecha, Parody, Sci-Fi",OVA,6,305165
73,Full Metal Panic! The Second Raid,"Action, Mecha, Military",TV,13,155340
4898,Kuroshitsuji,"Action, Comedy, Demons, Fantasy, Historical, Shounen, Supernatural",TV,24,424919
19111,Love Live! School Idol Project 2nd Season,"Music, School, Slice of Life",TV,13,91864
7222,Macross F Movie 2: Sayonara no Tsubasa,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Movie,1,17826
22097,Magi: Sinbad no Bouken,"Action, Adventure, Fantasy, Magic, Shounen",OVA,5,52351
15689,Nekomonogatari: Kuro,"Comedy, Romance, Supernatural",TV,4,173264
957,Saiunkoku Monogatari,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",TV,39,50951
24,School Rumble,"Comedy, Romance, School, Shounen",TV,26,178553
33286,Strike the Blood II,"Action, Ecchi, Fantasy, School, Shounen, Supernatural, Vampire",OVA,8,28220
849,Suzumiya Haruhi no Yuuutsu,"Comedy, Mystery, Parody, School, Sci-Fi, Slice of Life",TV,14,428569
2623,Flanders no Inu (Movie),"Drama, Historical",Movie,1,8505
268,Golden Boy,"Adventure, Comedy, Ecchi",OVA,6,113040
29093,Grisaia no Meikyuu: Caprice no Mayu 0,Drama,Special,1,70039
427,Kaleido Star,"Comedy, Drama, Fantasy, Shoujo",TV,51,42253
4280,Kara no Kyoukai 4: Garan no Dou,"Action, Mystery, Supernatural, Thriller",Movie,1,103600
18429,Lupin III vs. Detective Conan: The Movie,"Action, Comedy, Mystery, Shounen",Movie,1,10021
17549,Non Non Biyori,"Comedy, School, Seinen, Slice of Life",TV,12,133475
26123,Seitokai Yakuindomo* OVA,"Comedy, School, Shounen, Slice of Life",OVA,6,26361
28,Yakitate!! Japan,"Comedy, Shounen",TV,69,50876
9513,Beelzebub,"Action, Comedy, Demons, School, Shounen, Supernatural",TV,60,217752
14353,Death Billiards,"Drama, Game, Mystery, Psychological, Thriller",Movie,1,95690
8408,Durarara!! Specials,"Action, Comedy, Supernatural",Special,2,103105
13331,Jormungand: Perfect Order,"Action, Adventure, Seinen",TV,12,81951
4985,Mahou Shoujo Lyrical Nanoha: The Movie 1st,"Action, Comedy, Drama, Magic, Super Power",Movie,1,20433
29803,Overlord,"Action, Adventure, Fantasy, Game, Magic, Supernatural",TV,13,244268
22,Prince of Tennis,"Action, Comedy, School, Shounen, Sports",TV,178,87643
2618,Takarajima,"Adventure, Drama, Historical, Mystery",TV,26,5306
793,xxxHOLiC Movie: Manatsu no Yoru no Yume,"Comedy, Drama, Mystery, Psychological, Supernatural",Movie,1,41547
30279,Yuru Yuri San☆Hai!,"Comedy, School, Shoujo Ai, Slice of Life",TV,12,44335
28755,Boruto: Naruto the Movie,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,1,74690
10029,Coquelicot-zaka kara,"Historical, Romance, School, Shoujo",Movie,1,50689
2035,Eikoku Koi Monogatari Emma: Molders-hen,"Drama, Historical, Romance, Seinen, Slice of Life",TV,12,11903
790,Ergo Proxy,"Mystery, Psychological, Sci-Fi",TV,23,265005
9289,Hanasaku Iroha,"Comedy, Drama, Seinen, Slice of Life",TV,26,150393
15809,Hataraku Maou-sama!,"Comedy, Demons, Fantasy, Romance, Shounen",TV,13,409037
27989,Hibike! Euphonium,"Drama, Music, School",TV,13,134694
5630,Higashi no Eden,"Action, Comedy, Drama, Mystery, Romance, Sci-Fi, Thriller",TV,11,276593
2829,Ie Naki Ko Remi,"Adventure, Drama, Historical, Slice of Life",TV,23,6528
30831,Kono Subarashii Sekai ni Shukufuku wo!,"Adventure, Comedy, Fantasy, Supernatural",TV,10,244877
416,Kurenai no Buta,"Action, Adventure, Comedy, Drama, Historical, Military, Romance",Movie,1,74028
85,Mobile Suit Zeta Gundam,"Drama, Mecha, Military, Sci-Fi, Space",TV,50,28959
30240,Prison School,"Comedy, Ecchi, Romance, School, Seinen",TV,12,227734
1254,Saint Seiya,"Adventure, Fantasy, Sci-Fi, Shounen",TV,114,70559
2605,Sayonara Zetsubou Sensei,"Comedy, Parody, School",TV,12,174531
4163,Seto no Hanayome OVA,"Comedy, Parody, Romance, School",OVA,2,31973
3228,Zoku Sayonara Zetsubou Sensei,"Comedy, Parody, School",TV,13,74040
1485,Akachan to Boku,"Comedy, Drama, Shoujo",TV,35,8353
6351,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen","Drama, Romance, School",Special,1,138364
13119,Hakuouki Movie 2: Shikon Soukyuu,"Action, Drama, Historical, Josei, Samurai, Supernatural",Movie,1,9492
3782,Kara no Kyoukai 2: Satsujin Kousatsu (Zen),"Action, Mystery, Romance, Supernatural, Thriller",Movie,1,114415
3572,Macross F,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,25,95551
8310,Magic Kaito,"Adventure, Comedy, Romance, Shounen",Special,12,27274
114,Sakigake!! Cromartie Koukou,"Comedy, School, Shounen",TV,26,67254
11813,Shijou Saikyou no Deshi Kenichi OVA,"Action, Comedy, Martial Arts, School, Shounen",OVA,11,24167
658,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,"Game, Psychological, Seinen, Thriller",TV,26,48127
10012,Carnival Phantasm,"Comedy, Parody, Supernatural",OVA,12,71976
32370,D.Gray-man Hallow,"Action, Demons, Shounen, Super Power",TV,13,72499
22961,Date A Live: Encore OVA,"Romance, Slice of Life",OVA,1,48432
22777,Dragon Ball Kai (2014),"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,61,42666
29787,Gochuumon wa Usagi Desu ka??,"Comedy, Slice of Life",TV,12,38102
7062,Hidamari Sketch x ☆☆☆,"Comedy, School, Slice of Life",TV,12,15748
11887,Kokoro Connect,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",TV,13,283847
9088,Saiyuuki Gaiden,"Action, Adventure, Drama, Fantasy, Shoujo",OVA,3,5843
12815,Shirokuma Cafe,"Comedy, Josei, Slice of Life",TV,50,44668
12017,Tiger &amp; Bunny Movie 2: The Rising,"Action, Comedy, Mystery, Super Power",Movie,1,13567
6377,Zan Sayonara Zetsubou Sensei,"Comedy, Parody, School",TV,13,55402
1470,City Hunter,"Action, Comedy, Mystery, Shounen",TV,51,19963
780,Detective Conan Movie 02: The Fourteenth Target,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,26284
27633,Gekkan Shoujo Nozaki-kun Specials,"Comedy, Romance, School",Special,6,52672
2321,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,"Action, Mecha, Sci-Fi, Shounen, Super Power",OVA,7,12283
17273,Hetalia: The Beautiful World Specials,"Comedy, Historical, Parody",Special,4,8644
429,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,"Comedy, Drama, Shoujo",OVA,1,9268
18661,Kamisama Hajimemashita OVA,"Comedy, Demons, Fantasy, Shoujo, Supernatural",OVA,2,38678
14349,Little Witch Academia,"Adventure, Comedy, Fantasy, Magic, School",Movie,1,111703
1729,Maria-sama ga Miteru 3rd,"Drama, School, Shoujo Ai, Slice of Life",OVA,5,12394
31973,Mobile Suit Gundam Thunderbolt,"Action, Drama, Mecha, Military, Sci-Fi, Space",ONA,4,14419
17949,The Everlasting Guilty Crown,Music,Music,1,11663
996,Bishoujo Senshi Sailor Moon: Sailor Stars,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo",TV,34,52586
9465,Break Blade 4: Sanka no Chi,"Action, Fantasy, Mecha, Military, Shounen",Movie,1,41598
14175,Hanasaku Iroha: Home Sweet Home,"Comedy, Drama, Slice of Life",Movie,1,34630
11239,Hidamari Sketch x Honeycomb,"Comedy, School, Slice of Life",TV,12,12590
967,Hokuto no Ken,"Action, Drama, Martial Arts, Sci-Fi, Shounen",TV,109,40271
1695,Les Misérables: Shoujo Cosette,"Drama, Historical, Shoujo, Slice of Life",TV,52,9605
339,Serial Experiments Lain,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural",TV,13,215829
7724,Shiki,"Mystery, Supernatural, Thriller, Vampire",TV,22,251093
2753,Ushiro no Shoumen Daare,"Drama, Historical",Movie,1,3811
8516,Baka to Test to Shoukanjuu Ni!,"Comedy, Romance, School, Super Power",TV,13,183722
779,Detective Conan Movie 01: The Timed Skyscraper,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,28947
1366,Detective Conan Movie 07: Crossroad in the Ancient Capital,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,21729
19319,Gundam Build Fighters,"Action, Mecha, Sci-Fi",TV,25,31606
15195,Hetalia: The Beautiful World,"Comedy, Historical, Parody",ONA,20,34960
187,Initial D Third Stage,"Action, Cars, Drama, Seinen, Sports",Movie,1,39374
30311,Kuroko no Basket 3rd Season NG-shuu,"Comedy, Sports",Special,9,10778
597,Neko no Ongaeshi,"Adventure, Drama, Fantasy",Movie,1,92499
400,Seihou Bukyou Outlaw Star,"Action, Adventure, Comedy, Sci-Fi, Space",TV,24,78600
18245,White Album 2,"Drama, Music, Romance, Slice of Life",TV,13,91075
10521,Working&#039;!!,"Comedy, Slice of Life",TV,13,117328
28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri","Action, Adventure, Fantasy, Military",TV,12,244314
31637,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season","Action, Adventure, Fantasy, Military",TV,12,153501
1571,Ghost Hunt,"Comedy, Horror, Mystery, Shoujo, Supernatural",TV,25,126426
267,Gungrave,"Action, Drama, Sci-Fi, Seinen, Super Power",TV,26,95825
253,Jungle wa Itsumo Hare nochi Guu,"Comedy, School, Slice of Life",TV,26,22214
22673,Kuroko no Basket 2nd Season NG-shuu,"Comedy, Sports",Special,9,20477
4080,Kyou kara Maou! 3rd Series,"Adventure, Comedy, Fantasy, Romance, Shoujo",TV,39,19510
27947,Lupin III (2015),"Action, Adventure, Comedy, Shounen",TV,24,16938
12917,Madang-Eul Naon Amtalg,"Adventure, Drama, Fantasy, Kids",Movie,1,1528
3750,Maria-sama ga Miteru 4th,"School, Shoujo, Shoujo Ai, Slice of Life",TV,13,11779
569,Musekinin Kanchou Tylor,"Comedy, Military, Parody, Sci-Fi, Space",TV,26,19841
6007,Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,"Fantasy, Historical, Romance",OVA,1,81137
1253,Saint Seiya: Meiou Hades Meikai-hen,"Action, Adventure, Demons, Fantasy, Sci-Fi, Shounen, Super Power",OVA,12,21240
15771,Saint☆Oniisan (Movie),"Comedy, Seinen, Slice of Life",Movie,1,30814
397,Seikai no Senki II,"Action, Military, Romance, Sci-Fi, Space",TV,10,13888
949,Top wo Nerae! Gunbuster,"Action, Comedy, Drama, Mecha, Military, Sci-Fi, Shounen, Space",OVA,6,51724
11001,Toshokan Sensou: Kakumei no Tsubasa,"Action, Comedy, Military, Romance",Movie,1,10244
17909,Uchouten Kazoku,"Comedy, Drama, Fantasy, Slice of Life",TV,13,64897
21185,Baby Steps,"Romance, School, Shounen, Sports",TV,25,59818
9724,Break Blade 5: Shisen no Hate,"Action, Mecha, Military, Shounen",Movie,1,40053
6768,Code Geass: Hangyaku no Lelouch R2 Special Edition Zero Requiem,"Action, Mecha, Military, Super Power",OVA,1,23204
4872,Goku Sayonara Zetsubou Sensei,"Comedy, Parody, School",OVA,3,40358
12413,Jormungand,"Action, Adventure, Seinen",TV,12,137610
2076,Kindaichi Shounen no Jikenbo (TV),"Mystery, Shounen",TV,148,8655
31251,Mobile Suit Gundam: Iron-Blooded Orphans,"Action, Drama, Mecha, Sci-Fi, Space",TV,25,60525
5485,Shin Mazinger Shougeki! Z-hen,"Action, Mecha, Shounen, Super Power",TV,26,7872
